chr,start,end,length,abs_summit,pileup,separation,fold_enrichment,-LOG10(qvalue),name
6,170555636,170555892,257,170555795,18,7744005,5.65069,7.40733,HMGB1_HUV_peak_6545
6,171022127,171022485,359,171022336,36,466235,6.03905,14.7866,HMGB1_HUV_peak_6549
7,556482,557338,857,556671,68,0,5.39416,24.41063,HMGB1_HUV_peak_6552
7,675624,676235,612,675812,74,118286,9.1715,42.76737,HMGB1_HUV_peak_6554
7,916145,916632,488,916318,82,239910,5.4054,29.59893,HMGB1_HUV_peak_6559
7,1078970,1079394,425,1079125,29,162338,5.95734,11.95473,HMGB1_HUV_peak_6564
7,1969834,1970040,207,1969970,19,890440,7.21548,10.31613,HMGB1_HUV_peak_6580
7,2558948,2559998,1051,2559195,76,588908,5.78761,29.38571,HMGB1_HUV_peak_6586
7,6414102,6414733,632,6414322,94,3854104,5.15434,32.3721,HMGB1_HUV_peak_6611
7,6460857,6461328,472,6461017,35,46124,5.03346,11.78593,HMGB1_HUV_peak_6612
7,11871323,11871632,310,11871472,55,5409995,5.76396,21.15868,HMGB1_HUV_peak_6629
7,18126377,18126730,354,18126555,42,6254745,5.38251,15.1465,HMGB1_HUV_peak_6636
7,27224017,27224414,398,27224252,58,9097287,5.11599,19.65542,HMGB1_HUV_peak_6659
7,42276553,42276878,326,42276719,69,15052139,5.34049,24.51297,HMGB1_HUV_peak_6691
7,43945759,43946348,590,43945897,62,1668881,5.3543,22.06796,HMGB1_HUV_peak_6695
7,54735292,54735557,266,54735426,17,10788944,10.07007,13.83304,HMGB1_HUV_peak_6712
7,56031961,56032714,754,56032368,67,1296404,5.53794,24.7228,HMGB1_HUV_peak_6718
7,73133668,73133995,328,73133835,56,17100954,5.30682,19.75235,HMGB1_HUV_peak_6741
7,74508260,74508738,479,74508519,122,1374265,5.33734,43.8092,HMGB1_HUV_peak_6752
7,74867086,74867623,538,74867453,95,358348,5.941,37.8061,HMGB1_HUV_peak_6754
7,77139094,77139384,291,77139207,17,2271471,5.51472,6.84197,HMGB1_HUV_peak_6766
7,77162840,77163138,299,77162973,22,23456,5.04019,7.61709,HMGB1_HUV_peak_6767
7,97840441,97840717,277,97840602,28,20677303,5.68468,10.99032,HMGB1_HUV_peak_6785
7,98785176,98785491,316,98785358,17,944459,7.0921,9.33368,HMGB1_HUV_peak_6794
7,99485741,99486059,319,99485915,21,700250,6.17389,9.37783,HMGB1_HUV_peak_6795
7,101458756,101459643,888,101459091,86,1972697,5.73329,33.00481,HMGB1_HUV_peak_6818
7,105517095,105517433,339,105517268,60,4057452,5.4205,21.63679,HMGB1_HUV_peak_6836
7,107220588,107220979,392,107220808,69,1703155,5.26146,24.12521,HMGB1_HUV_peak_6841
7,107410602,107410854,253,107410698,74,189623,5.63728,27.84868,HMGB1_HUV_peak_6842
7,107896250,107896554,305,107896414,26,485396,6.35544,11.61984,HMGB1_HUV_peak_6843
7,116166111,116166388,278,116166262,55,8269557,5.21372,19.03647,HMGB1_HUV_peak_6852
7,126891668,126891887,220,126891761,22,10725280,5.64269,8.77721,HMGB1_HUV_peak_6862
7,127775750,127776130,381,127775929,64,883863,5.29362,22.50488,HMGB1_HUV_peak_6867
7,130131976,130132238,263,130132124,37,2355846,5.31309,13.22438,HMGB1_HUV_peak_6879
7,132261556,132262116,561,132261961,62,2129318,5.15485,21.18165,HMGB1_HUV_peak_6885
7,132669642,132670075,434,132670008,17,407526,5.51472,6.84197,HMGB1_HUV_peak_6886
7,139204774,139204975,202,139204852,15,6534699,5.38959,5.99635,HMGB1_HUV_peak_6891
7,144532742,144533026,285,144532930,66,5327767,5.23781,22.95199,HMGB1_HUV_peak_6911
7,149119393,149119803,411,149119646,58,4586367,5.49302,21.21325,HMGB1_HUV_peak_6919
7,149194391,149195216,826,149194691,67,74588,5.00015,22.14577,HMGB1_HUV_peak_6922
7,149251664,149252150,487,149251827,20,56448,5.15202,7.19073,HMGB1_HUV_peak_6923
7,152283248,152283456,209,152283367,19,3031098,6.73699,9.5515,HMGB1_HUV_peak_6951
7,152979535,152979845,311,152979693,26,696079,8.85038,16.10205,HMGB1_HUV_peak_6954
7,155159444,155159976,533,155159649,28,2179599,6.38255,12.46283,HMGB1_HUV_peak_6962
7,155597818,155598070,253,155597949,48,437842,5.02016,15.96312,HMGB1_HUV_peak_6968
7,155602462,155602682,221,155602518,24,4392,5.2737,8.73819,HMGB1_HUV_peak_6969
8,1789894,1790294,401,1790010,16,0,6.60207,8.20565,HMGB1_HUV_peak_6988
8,7922870,7923193,324,7923014,36,6132576,7.07095,17.27266,HMGB1_HUV_peak_6992
8,9514619,9514905,287,9514769,32,1591426,6.46878,14.2356,HMGB1_HUV_peak_6995
8,21646437,21646628,192,21646535,19,12131532,5.94809,8.25437,HMGB1_HUV_peak_7019
8,22022160,22022710,551,22022549,78,375532,5.41692,28.19152,HMGB1_HUV_peak_7024
8,22457076,22457300,225,22457180,57,434366,5.39992,20.47932,HMGB1_HUV_peak_7030
8,22550679,22551006,328,22550921,42,93379,6.01218,17.01146,HMGB1_HUV_peak_7031
8,28738620,28739499,880,28738910,39,6187614,6.1422,16.21029,HMGB1_HUV_peak_7046
8,29206269,29206543,275,29206381,51,466770,5.98377,20.40944,HMGB1_HUV_peak_7048
8,30104015,30104544,530,30104288,30,897472,5.05975,10.23221,HMGB1_HUV_peak_7051
8,30241633,30241996,364,30241847,55,137089,5.47505,20.06013,HMGB1_HUV_peak_7052
8,34313698,34313902,205,34313820,20,4071702,8.27411,12.39366,HMGB1_HUV_peak_7059
8,37597787,37597982,196,37597856,21,3283885,6.44851,9.85212,HMGB1_HUV_peak_7063
8,41435480,41436137,658,41435649,53,3837498,5.27951,18.60264,HMGB1_HUV_peak_7070
8,41909233,41909480,248,41909387,69,473096,5.03782,23.00554,HMGB1_HUV_peak_7073
8,42396274,42397107,834,42396526,72,486794,5.52785,26.54125,HMGB1_HUV_peak_7076
8,54934377,54934655,279,54934504,51,12537270,5.22218,17.70189,HMGB1_HUV_peak_7091
8,95603279,95603783,505,95603437,19,40668624,6.52077,9.20058,HMGB1_HUV_peak_7148
8,95961146,95961771,626,95961380,66,357363,5.15029,22.53414,HMGB1_HUV_peak_7151
8,101964820,101965159,340,101964980,62,6003049,5.59822,23.12812,HMGB1_HUV_peak_7166
8,105601109,105601577,469,105601336,75,3635950,5.97781,29.94128,HMGB1_HUV_peak_7180
8,106330550,106331277,728,106331092,77,728973,5.86277,30.1634,HMGB1_HUV_peak_7181
8,116680577,116680872,296,116680700,37,10349300,6.20227,15.58505,HMGB1_HUV_peak_7186
8,116681172,116681485,314,116681339,60,300,5.67923,22.71502,HMGB1_HUV_peak_7187
8,117691612,117691961,350,117691770,24,1010127,6.13336,10.43408,HMGB1_HUV_peak_7188
8,119123757,119124501,745,119123940,88,1431796,6.36017,37.33027,HMGB1_HUV_peak_7190
8,123794766,123795133,368,123794943,57,4670265,5.39992,20.47932,HMGB1_HUV_peak_7191
8,124327820,124328287,468,124327996,26,532687,5.29263,9.45637,HMGB1_HUV_peak_7194
8,129130908,129131159,252,129131013,24,4802621,7.65934,13.15931,HMGB1_HUV_peak_7204
8,129837664,129838153,490,129837711,24,706505,5.44811,9.08986,HMGB1_HUV_peak_7205
8,143534085,143534626,542,143534409,47,13695932,5.01893,15.63254,HMGB1_HUV_peak_7228
8,143858628,143859005,378,143858799,67,324002,5.47575,24.43206,HMGB1_HUV_peak_7232
8,144442154,144442365,212,144442231,15,583149,5.05441,5.4653,HMGB1_HUV_peak_7235
8,145560112,145560605,494,145560292,64,1117747,6.86715,29.13293,HMGB1_HUV_peak_7268
8,145687482,145688249,768,145688071,67,126877,5.11113,22.69025,HMGB1_HUV_peak_7273
9,11012,11360,349,11188,43,0,5.38062,15.48627,HMGB1_HUV_peak_7284
9,6807929,6808253,325,6808084,19,6796569,6.52077,9.20058,HMGB1_HUV_peak_7300
9,14313027,14313543,517,14313248,57,7504774,5.39992,20.47932,HMGB1_HUV_peak_7304
9,14314093,14314473,381,14314291,75,550,5.30369,26.48492,HMGB1_HUV_peak_7305
9,14315045,14315720,676,14315562,66,572,5.03597,21.98478,HMGB1_HUV_peak_7306
9,15784464,15784655,192,15784575,16,1468744,5.57246,6.60253,HMGB1_HUV_peak_7310
9,19464662,19465068,407,19464964,48,3680007,5.32443,17.03552,HMGB1_HUV_peak_7311
9,27529592,27529841,250,27529715,40,8064524,5.01376,13.34671,HMGB1_HUV_peak_7319
9,34039043,34039261,219,34039190,21,6509202,5.39735,7.98259,HMGB1_HUV_peak_7323
9,34137927,34138202,276,34138056,17,98666,5.05136,6.07076,HMGB1_HUV_peak_7324
9,38241272,38241663,392,38241480,20,4103070,5.15202,7.19073,HMGB1_HUV_peak_7349
9,43915394,43915665,272,43915510,33,5673731,6.62221,14.98242,HMGB1_HUV_peak_7358
9,91003303,91004100,798,91003911,77,47087638,5.44326,27.96399,HMGB1_HUV_peak_7402
9,91241203,91241489,287,91241372,15,237103,5.24467,5.76348,HMGB1_HUV_peak_7403
9,91986822,91987015,194,91986878,16,745333,5.57246,6.60253,HMGB1_HUV_peak_7407
9,92112357,92113104,748,92112960,68,125342,7.10203,31.89557,HMGB1_HUV_peak_7408
9,107637032,107637254,223,107637131,25,15523928,5.09661,8.69558,HMGB1_HUV_peak_7454
9,109624573,109624768,196,109624711,34,1987319,5.27151,12.09379,HMGB1_HUV_peak_7457
9,110034659,110034862,204,110034719,17,409891,5.90026,7.47386,HMGB1_HUV_peak_7460
9,110539097,110539515,419,110539312,23,504235,6.73515,11.13267,HMGB1_HUV_peak_7464
9,111881869,111882249,381,111882085,84,1342354,5.03166,28.09471,HMGB1_HUV_peak_7466
9,115095570,115096387,818,115096178,66,3213321,5.66463,24.92841,HMGB1_HUV_peak_7475
9,115512892,115513262,371,115513082,51,416505,5.79505,19.75721,HMGB1_HUV_peak_7478
9,115827743,115828073,331,115827923,22,314481,5.01226,7.56441,HMGB1_HUV_peak_7480
9,115838745,115839092,348,115838903,22,10672,5.41389,8.34749,HMGB1_HUV_peak_7482
9,115849437,115849856,420,115849733,22,10345,5.5423,8.58646,HMGB1_HUV_peak_7483
9,116638074,116638356,283,116638239,42,788218,5.01198,13.98943,HMGB1_HUV_peak_7484
9,116917806,116918233,428,116917991,58,279450,5.34406,20.60637,HMGB1_HUV_peak_7487
9,123399000,123399223,224,123399109,21,6480767,6.74022,10.34725,HMGB1_HUV_peak_7493
9,123639335,123639929,595,123639510,73,240112,5.35573,26.03477,HMGB1_HUV_peak_7496
9,124733209,124733881,673,124733704,29,1093280,5.24031,10.33844,HMGB1_HUV_peak_7504
9,125614963,125615187,225,125615021,22,881082,5.81832,9.09955,HMGB1_HUV_peak_7510
9,125630105,125630326,222,125630241,23,14918,5.39908,8.65235,HMGB1_HUV_peak_7511
9,128386774,128387070,297,128386943,22,2756448,5.01226,7.56441,HMGB1_HUV_peak_7524
9,129381171,129381362,192,129381218,16,994101,5.37031,6.27941,HMGB1_HUV_peak_7531
9,130565144,130565402,259,130565239,63,1183782,5.00328,20.8287,HMGB1_HUV_peak_7543
9,131314672,131315289,618,131315037,79,749270,5.04169,26.43654,HMGB1_HUV_peak_7555
9,131452137,131452645,509,131452421,62,136848,5.59822,23.12812,HMGB1_HUV_peak_7559
9,132175509,132175780,272,132175624,74,722864,5.24893,25.83652,HMGB1_HUV_peak_7565
9,132222758,132223018,261,132222855,65,46978,6.45274,27.92039,HMGB1_HUV_peak_7566
9,136223047,136223415,369,136223244,57,4000029,5.30074,20.07893,HMGB1_HUV_peak_7597
9,136427835,136428211,377,136428068,16,204420,8.16218,10.5484,HMGB1_HUV_peak_7599
9,136877094,136877483,390,136877315,21,448883,6.17389,9.37783,HMGB1_HUV_peak_7604
9,136877859,136878207,349,136878088,28,376,11.26236,21.13797,HMGB1_HUV_peak_7605
9,136981438,136981696,259,136981598,19,103231,7.88011,11.3525,HMGB1_HUV_peak_7609
9,136982067,136982546,480,136982316,21,371,8.66812,13.44892,HMGB1_HUV_peak_7610
9,137217662,137218158,497,137218061,51,235116,5.07177,17.13959,HMGB1_HUV_peak_7612
9,139664587,139665190,604,139664933,26,2446429,5.6956,10.29761,HMGB1_HUV_peak_7638
9,140317252,140318117,866,140317468,89,652062,5.31088,31.59761,HMGB1_HUV_peak_7673
9,140513658,140513878,221,140513804,43,195541,5.44065,15.67391,HMGB1_HUV_peak_7680
10,3111137,3111489,353,3111322,55,0,5.25991,19.22326,HMGB1_HUV_peak_791
10,21719270,21719696,427,21719515,35,18607781,5.87584,13.99776,HMGB1_HUV_peak_829
10,24945563,24946441,879,24945720,41,3225867,7.48115,20.50455,HMGB1_HUV_peak_846
10,25012000,25012858,859,25012354,73,65559,5.16412,25.03615,HMGB1_HUV_peak_848
10,32258814,32259011,198,32258909,33,7245956,7.32432,16.51201,HMGB1_HUV_peak_863
10,49732101,49732570,470,49732349,49,17473090,5.76178,18.89369,HMGB1_HUV_peak_902
10,72446637,72446883,247,72446717,20,22714067,6.2455,9.12079,HMGB1_HUV_peak_933
10,72446977,72447445,469,72447264,18,94,5.332,6.86448,HMGB1_HUV_peak_934
10,73724237,73724643,407,73724405,67,1276792,5.11113,22.69025,HMGB1_HUV_peak_940
10,74451836,74452269,434,74452063,88,727193,6.68957,39.08384,HMGB1_HUV_peak_943
10,80828425,80829403,979,80828841,85,6376156,5.41982,30.79379,HMGB1_HUV_peak_962
10,88471196,88471706,511,88471521,43,7641793,5.74051,16.59038,HMGB1_HUV_peak_973
10,89623082,89623860,779,89623500,77,1151376,5.20775,26.67918,HMGB1_HUV_peak_978
10,94135422,94135705,284,94135577,27,4511562,5.90655,11.09508,HMGB1_HUV_peak_990
10,94434004,94434780,777,94434197,37,298299,6.76866,16.98797,HMGB1_HUV_peak_992
10,95791743,95791949,207,95791874,19,1356963,5.61263,7.67859,HMGB1_HUV_peak_998
10,98346394,98347106,713,98346897,82,2554445,5.06704,27.61901,HMGB1_HUV_peak_1004
10,98592333,98592756,424,98592623,84,245227,5.45982,30.65724,HMGB1_HUV_peak_1006
10,99035610,99036061,452,99035819,55,442854,9.14019,32.09546,HMGB1_HUV_peak_1009
10,101597775,101598131,357,101597892,20,2561714,5.06037,7.02992,HMGB1_HUV_peak_1018
10,101651810,101652090,281,101651975,25,53679,5.09661,8.69558,HMGB1_HUV_peak_1022
10,101853448,101853709,262,101853530,17,201358,5.35328,6.57553,HMGB1_HUV_peak_1025
10,102265032,102265282,251,102265152,24,411323,6.13336,10.43408,HMGB1_HUV_peak_1026
10,102475401,102475609,209,102475488,17,210119,5.90026,7.47386,HMGB1_HUV_peak_1028
10,104889067,104889758,692,104889600,36,2413458,6.69322,16.38638,HMGB1_HUV_peak_1040
10,111985682,111985996,315,111985809,95,7095924,5.86068,37.31169,HMGB1_HUV_peak_1052
10,112526639,112526837,199,112526743,18,540643,5.332,6.86448,HMGB1_HUV_peak_1055
10,114711983,114712255,273,114712141,47,2185146,5.21577,16.31734,HMGB1_HUV_peak_1059
10,124045583,124045798,216,124045674,20,9333328,5.15202,7.19073,HMGB1_HUV_peak_1090
10,126849321,126850058,738,126849822,61,2803523,5.28589,21.41482,HMGB1_HUV_peak_1102
10,128994355,128995085,731,128994505,53,2144297,5.55811,19.65003,HMGB1_HUV_peak_1107
10,129947978,129948522,545,129948303,58,952893,6.07275,23.50044,HMGB1_HUV_peak_1110
10,132891357,132891548,192,132891479,16,2942835,5.57246,6.60253,HMGB1_HUV_peak_1116
11,189275,189705,431,189447,60,0,6.44456,25.75051,HMGB1_HUV_peak_1134
11,400568,401819,1252,401387,62,210863,10.28271,39.35973,HMGB1_HUV_peak_1142
11,402552,402904,353,402726,37,733,5.61445,14.05122,HMGB1_HUV_peak_1143
11,576458,576857,400,576606,81,173554,6.41045,34.59816,HMGB1_HUV_peak_1150
11,1308596,1308897,302,1308743,27,731739,6.10188,11.50035,HMGB1_HUV_peak_1168
11,1691822,1692131,310,1691949,17,382925,8.25229,11.0787,HMGB1_HUV_peak_1175
11,3784059,3784268,210,3784147,20,2091928,6.88363,10.1814,HMGB1_HUV_peak_1192
11,4802656,4802861,206,4802732,30,1018388,10.80045,21.50107,HMGB1_HUV_peak_1196
11,13299353,13299675,323,13299522,65,8496492,5.15137,22.19744,HMGB1_HUV_peak_1221
11,16928971,16929280,310,16929150,22,3629296,6.45452,10.24455,HMGB1_HUV_peak_1225
11,17756148,17756634,487,17756476,62,826868,5.65594,23.37537,HMGB1_HUV_peak_1229
11,19881282,19881645,364,19881461,24,2124648,5.44811,9.08986,HMGB1_HUV_peak_1235
11,28452270,28452714,445,28452416,15,8570625,5.57442,6.27975,HMGB1_HUV_peak_1240
11,41326113,41326316,204,41326225,17,12873399,5.8687,7.42149,HMGB1_HUV_peak_1259
11,41326593,41326784,192,41326672,15,277,6.30409,7.40112,HMGB1_HUV_peak_1260
11,45759528,45760060,533,45759627,23,4432744,5.88802,9.59063,HMGB1_HUV_peak_1269
11,45907054,45907338,285,45907183,47,146994,5.52348,17.36121,HMGB1_HUV_peak_1270
11,46141401,46141632,232,46141515,57,234063,5.39992,20.47932,HMGB1_HUV_peak_1272
11,47059622,47060131,510,47059993,20,917990,5.44804,7.72947,HMGB1_HUV_peak_1284
11,47615604,47615824,221,47615705,20,555473,5.37936,7.60662,HMGB1_HUV_peak_1292
11,48001867,48002534,668,48002176,59,386043,5.03094,19.62587,HMGB1_HUV_peak_1294
11,60582982,60583260,279,60583046,18,12580448,5.332,6.86448,HMGB1_HUV_peak_1308
11,60691888,60692116,229,60692037,54,108628,5.11866,18.32138,HMGB1_HUV_peak_1309
11,61348172,61349011,840,61348802,101,656056,7.11811,47.32578,HMGB1_HUV_peak_1312
11,62047033,62047264,232,62047148,19,698022,5.61263,7.67859,HMGB1_HUV_peak_1321
11,63606518,63606992,475,63606785,84,1559254,5.03166,28.09471,HMGB1_HUV_peak_1332
11,76808921,76809228,308,76809077,16,13201929,5.57246,6.60253,HMGB1_HUV_peak_1452
11,76809479,76809913,435,76809643,16,251,5.57246,6.60253,HMGB1_HUV_peak_1453
11,83027673,83027963,291,83027818,15,6217760,5.24467,5.76348,HMGB1_HUV_peak_1456
11,86590487,86591013,527,86590669,22,3562524,5.01226,7.56441,HMGB1_HUV_peak_1461
11,95053854,95054124,271,95053941,22,8462841,6.45452,10.24455,HMGB1_HUV_peak_1470
11,100558096,100558567,472,100558322,65,5503972,6.31597,27.35669,HMGB1_HUV_peak_1471
11,104065158,104065710,553,104065521,21,3506591,6.17389,9.37783,HMGB1_HUV_peak_1474
11,110450075,110450266,192,110450199,19,6384365,5.32459,7.17739,HMGB1_HUV_peak_1481
11,111897531,111897732,202,111897642,20,1447265,5.18331,7.24882,HMGB1_HUV_peak_1485
11,117121852,117122323,472,117122144,33,5224120,5.5494,12.45953,HMGB1_HUV_peak_1492
11,118306769,118307580,812,118307037,163,1184446,9.96707,95.69081,HMGB1_HUV_peak_1497
11,118796348,118796642,295,118796523,60,488768,5.4205,21.63679,HMGB1_HUV_peak_1499
11,120381993,120382791,799,120382160,85,1585351,6.92522,38.93481,HMGB1_HUV_peak_1510
11,125733333,125733619,287,125733484,34,5350542,6.81698,15.83537,HMGB1_HUV_peak_1522
11,129148639,129149799,1161,129149292,62,3415020,5.03323,20.63271,HMGB1_HUV_peak_1528
11,129871687,129872354,668,129872211,73,721888,5.3257,25.88085,HMGB1_HUV_peak_1531
11,132813586,132813945,360,132813727,18,2941232,6.22805,8.35733,HMGB1_HUV_peak_1540
12,94290,94906,617,94468,82,0,6.00711,32.92921,HMGB1_HUV_peak_1547
12,187286,187511,226,187378,18,92380,5.19448,6.62457,HMGB1_HUV_peak_1550
12,298218,298462,245,298338,15,110707,5.24467,5.76348,HMGB1_HUV_peak_1551
12,11801807,11802063,257,11801934,75,11503345,5.28252,26.37269,HMGB1_HUV_peak_1598
12,12714590,12715108,519,12714840,60,912527,5.4205,21.63679,HMGB1_HUV_peak_1603
12,12878052,12878287,236,12878191,58,162944,5.01434,19.22622,HMGB1_HUV_peak_1606
12,32715805,32716095,291,32715992,19,19837518,5.61263,7.67859,HMGB1_HUV_peak_1635
12,42621862,42622626,765,42622511,25,9905767,6.7452,11.96596,HMGB1_HUV_peak_1643
12,42983371,42983820,450,42983663,87,360745,5.37229,31.24613,HMGB1_HUV_peak_1647
12,46123979,46124392,414,46124202,70,3140159,5.80943,27.14352,HMGB1_HUV_peak_1652
12,48726020,48726723,704,48726438,29,2601628,5.34368,10.57311,HMGB1_HUV_peak_1660
12,49182559,49182894,336,49182788,61,455836,7.76083,30.97106,HMGB1_HUV_peak_1662
12,50017042,50017377,336,50017224,71,834148,5.41179,25.59118,HMGB1_HUV_peak_1672
12,50354946,50355157,212,50355027,33,337569,5.06768,11.2277,HMGB1_HUV_peak_1674
12,53440819,53441535,717,53441349,69,3085662,5.3809,24.71073,HMGB1_HUV_peak_1689
12,57824246,57824716,471,57824532,83,4382711,5.12809,28.33298,HMGB1_HUV_peak_1704
12,94136090,94136372,283,94136237,48,36311374,9.54377,29.23255,HMGB1_HUV_peak_1752
12,96587909,96589035,1127,96588128,82,2451537,7.25903,39.13842,HMGB1_HUV_peak_1762
12,100378403,100378764,362,100378576,35,3789368,6.41242,15.30967,HMGB1_HUV_peak_1764
12,101760276,101760487,212,101760368,18,1381512,6.22805,8.35733,HMGB1_HUV_peak_1766
12,111304583,111305120,538,111304836,21,9544096,5.39735,7.98259,HMGB1_HUV_peak_1798
12,112037132,112037475,344,112037283,103,732012,6.76581,46.19142,HMGB1_HUV_peak_1802
12,112546168,112546575,408,112546399,106,508693,8.71411,58.29459,HMGB1_HUV_peak_1805
12,116715191,116716056,866,116715818,68,4168616,6.13139,27.81022,HMGB1_HUV_peak_1813
12,117175502,117175866,365,117175714,61,459446,6.38153,25.93154,HMGB1_HUV_peak_1814
12,120295214,120295405,192,120295308,16,3119348,6.86449,8.603,HMGB1_HUV_peak_1822
12,120356099,120356490,392,120356284,15,60694,5.24467,5.76348,HMGB1_HUV_peak_1823
12,122431625,122432403,779,122431790,30,2075135,7.29698,15.1335,HMGB1_HUV_peak_1845
12,123755471,123756734,1264,123756547,77,1323068,5.49675,28.25184,HMGB1_HUV_peak_1860
12,124923373,124924016,644,124923783,40,1166639,6.1752,16.68934,HMGB1_HUV_peak_1873
12,125467058,125467300,243,125467208,17,543042,5.05136,6.07076,HMGB1_HUV_peak_1877
12,125537984,125538198,215,125538028,15,70684,5.24467,5.76348,HMGB1_HUV_peak_1879
12,133159621,133160380,760,133160199,26,7621423,5.29263,9.45637,HMGB1_HUV_peak_1897
12,133263414,133264605,1192,133264243,71,103034,5.03897,23.69011,HMGB1_HUV_peak_1900
13,20354016,20354430,415,20354359,28,0,6.67163,13.04364,HMGB1_HUV_peak_1907
13,22245127,22245355,229,22245254,28,1890697,5.16556,9.83318,HMGB1_HUV_peak_1919
13,31248083,31248577,495,31248272,69,9002728,8.35066,37.12804,HMGB1_HUV_peak_1936
13,49952632,49953185,554,49953064,25,18704055,6.37869,11.27744,HMGB1_HUV_peak_1967
13,52025814,52026697,884,52026443,69,2072629,5.26146,24.12521,HMGB1_HUV_peak_1975
13,96343062,96343283,222,96343182,23,44316365,5.78328,9.40145,HMGB1_HUV_peak_2009
13,102106179,102106490,312,102106365,62,5762896,5.59822,23.12812,HMGB1_HUV_peak_2026
13,107185524,107185782,259,107185631,55,5079034,5.76396,21.15868,HMGB1_HUV_peak_2030
13,107186527,107186852,326,107186687,45,745,5.18325,15.5353,HMGB1_HUV_peak_2031
13,108519530,108520104,575,108519931,64,1332678,5.08146,21.5268,HMGB1_HUV_peak_2034
13,110790717,110790991,275,110790838,49,2270613,5.43309,17.76498,HMGB1_HUV_peak_2039
13,113808626,113808818,193,113808771,27,3017635,5.48866,10.21105,HMGB1_HUV_peak_2052
13,114462164,114462508,345,114462329,68,653346,5.98311,27.14899,HMGB1_HUV_peak_2060
13,114809486,114809763,278,114809619,15,346978,6.2858,7.37237,HMGB1_HUV_peak_2062
14,21538200,21538683,484,21538558,42,0,5.12969,14.36246,HMGB1_HUV_peak_2070
14,21566170,21566409,240,21566323,24,27487,5.2737,8.73819,HMGB1_HUV_peak_2071
14,21566554,21566835,282,21566717,38,145,5.20231,13.24992,HMGB1_HUV_peak_2072
14,23449744,23450145,402,23449970,48,1882909,6.39284,20.54232,HMGB1_HUV_peak_2077
14,32031265,32031456,192,32031327,17,8581120,5.90026,7.47386,HMGB1_HUV_peak_2091
14,34047235,34047440,206,34047317,16,2015779,8.39358,10.9012,HMGB1_HUV_peak_2094
14,36446159,36446433,275,36446293,29,2398719,7.36003,14.81984,HMGB1_HUV_peak_2103
14,46104830,46105044,215,46104901,18,9658397,5.332,6.86448,HMGB1_HUV_peak_2109
14,54420146,54420619,474,54420387,75,8315102,5.94139,29.76162,HMGB1_HUV_peak_2125
14,54670307,54670847,541,54670356,22,249688,5.67696,8.84303,HMGB1_HUV_peak_2126
14,65361652,65361985,334,65361822,23,10690805,5.78328,9.40145,HMGB1_HUV_peak_2155
14,65362197,65362712,516,65362309,18,212,6.19474,8.30081,HMGB1_HUV_peak_2156
14,70610931,70611211,281,70611038,17,5248219,5.90026,7.47386,HMGB1_HUV_peak_2169
14,73650489,73650927,439,73650782,25,3039278,5.09661,8.69558,HMGB1_HUV_peak_2174
14,74057374,74057566,193,74057451,22,406447,5.01226,7.56441,HMGB1_HUV_peak_2177
14,75517732,75518017,286,75517882,56,1460166,5.57282,20.80245,HMGB1_HUV_peak_2185
14,89883485,89883993,509,89883793,69,14365468,5.06624,23.14935,HMGB1_HUV_peak_2202
14,97263702,97264042,341,97263851,60,7379709,5.96389,23.87263,HMGB1_HUV_peak_2229
14,99738255,99738503,249,99738386,37,2474213,6.20227,15.58505,HMGB1_HUV_peak_2230
14,102638695,102639067,373,102638852,31,2900192,6.27275,13.40925,HMGB1_HUV_peak_2250
14,102786012,102786460,449,102786271,87,146945,5.20925,30.23966,HMGB1_HUV_peak_2251
14,102983333,102983847,515,102983486,60,196873,5.15735,20.51158,HMGB1_HUV_peak_2255
14,105830486,105830880,395,105830764,22,2846639,5.01226,7.56441,HMGB1_HUV_peak_2295
15,20711091,20711490,400,20711327,64,0,9.02607,36.73155,HMGB1_HUV_peak_2306
15,23377861,23378295,435,23378164,63,2666371,5.00328,20.8287,HMGB1_HUV_peak_2314
15,28566917,28567371,455,28567212,70,5188622,6.61025,30.75467,HMGB1_HUV_peak_2318
15,28834550,28834976,427,28834725,107,267179,6.02733,43.21609,HMGB1_HUV_peak_2319
15,31196089,31196403,315,31196215,49,2361113,5.43309,17.76498,HMGB1_HUV_peak_2326
15,39135941,39136215,275,39136064,15,7939538,6.30409,7.40112,HMGB1_HUV_peak_2345
15,40975298,40975904,607,40975740,39,1839083,6.52871,17.22279,HMGB1_HUV_peak_2360
15,41324064,41324331,268,41324186,17,348160,7.0921,9.33368,HMGB1_HUV_peak_2364
15,41675295,41675727,433,41675564,34,350964,5.27151,12.09379,HMGB1_HUV_peak_2366
15,45814726,45815229,504,45814977,51,4138999,5.65042,19.252,HMGB1_HUV_peak_2378
15,52503924,52504126,203,52503977,18,6688695,5.332,6.86448,HMGB1_HUV_peak_2391
15,59225233,59225619,387,59225433,86,6721107,5.31923,30.55775,HMGB1_HUV_peak_2407
15,60658845,60660044,1200,60659015,35,1433226,5.28819,12.47923,HMGB1_HUV_peak_2412
15,63354823,63355031,209,63354918,16,2694779,5.57246,6.60253,HMGB1_HUV_peak_2419
15,64752685,64753064,380,64752875,62,1397654,5.3543,22.06796,HMGB1_HUV_peak_2428
15,65715308,65715605,298,65715436,26,962244,6.21151,11.34255,HMGB1_HUV_peak_2436
15,67357633,67358660,1028,67358336,85,1642028,5.85737,33.31554,HMGB1_HUV_peak_2445
