	all	with	with_clust1	with_clust2	with_clust3	with_clust4	with_clust5	wo	wo_clust1	wo_clust2	wo_clust3	wo_clust4	wo_clust5
UP00062_1_Sox4_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00174_1_Hoxa2_3079.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00127_1_Gsh2_3990.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0065.2.PPARG::RXRA	0.0	0.0	0.000197612744475	2.2446444703e-10	0.00019176459216	1.63469671133e-09	1.47824387176e-07	0.0	0.000206706166534	0.00527425304432	0.524832488885	1.70852614365e-05	8.90332252368e-12
UP00241_1_Hoxd3_1742.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0151.1.ARID3A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0103.2.ZEB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
klf4_homer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0002.2.RUNX1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0479.1.FOXH1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00089_1_Tcf1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00170_1_Isl2_3430.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00208_1_Obox5_2284.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0101.1.REL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0118984560464	0.0201650746202	7.26231514925e-08	0.0	0.0
UP00197_1_Hoxc9_2367.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00222_1_Tcf2_0913.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00048_1_Rara_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00111_1_Dmbx1_2277.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00146_1_Pou6f1_1731.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0518.1.Stat4	0.00735271706669	1.0	1.0	1.0	1.0	1.0	0.999999768269	1.18650545688e-06	1.0	1.0	0.433230174207	0.520359485411	1.11312683448e-06
UP00194_1_Irx4_2242.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00068_1_Eomes_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00150_1_Irx6_2623.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0526.1.USF2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0159.1.RXR::RAR_DR5	8.18039193717e-07	8.59953519382e-05	0.999999999312	0.999982908499	0.0772887466897	1.0	0.53886025902	0.470905088111	1.0	1.0	1.0	0.999999430013	0.999314670631
MA0087.1.Sox5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00088_1_Plagl1_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.45858336531e-05	7.72393652426e-06	4.64073224293e-14	0.0
MA0160.1.NR4A2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00028_1_Tcfap2e_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77993586326e-09	0.00734831877697	6.14376466146e-07	0.0	1.7763568394e-13
MA0051.1.IRF2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00259_1_Hoxb6_3428.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00407_1_Elf3_primary	0.0	0.250351436949	1.0	1.0	0.00019196969724	1.0	1.0	0.0	0.997280667263	0.986415435299	0.0	7.62480079075e-11	0.0
MA0142.1.Pou5f1::Sox2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00214_1_Hoxb5_3122.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0084.1.SRY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00173_1_Hoxc13_3127.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00085_1_Sfpi1_primary	0.0	0.0	0.0137184602067	0.905253668087	5.52823054001e-09	0.0152975007417	0.000311537885456	0.0	0.000176117322901	0.962925032769	0.0	1.38555833473e-13	0.0
MA0146.2.Zfx	0.0	0.0	4.7517545454e-12	0.0	0.0	0.0	0.0	0.0	0.0	2.51737519719e-11	1.27106491998e-09	0.0	0.0
MA0259.1.HIF1A::ARNT	0.0	0.0	0.0796365768042	2.50270870694e-09	0.00361304733972	5.33084291604e-05	1.0	4.24105195407e-14	0.979075015926	1.0	0.97313611874	5.38673106121e-10	0.621213110216
UP00121_1_Hoxd10_2368.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0113.2.NR3C1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00112_1_Gsc_2327.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0048.1.NHLH1	0.0	0.0	3.36508598764e-13	1.23448781419e-06	0.0	0.0	0.0	0.0	3.50709934027e-06	1.31771045553e-06	2.97961655349e-12	0.0	0.0
MA0083.2.SRF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00187_1_Alx4_1744.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00145_1_Barhl2_3868.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00152_1_Arx_1738.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00072_1_IRC900814_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99999973145	1.0	1.0	0.999997500758	1.0	1.0
MA0075.1.Prrx2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0482.1.Gata4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0523.1.TCF7L2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00050_1_Bhlhb2_primary	3.77086022518e-07	0.601057953905	1.0	1.0	0.999999993721	0.188443274387	1.0	1.86856947414e-05	0.999999999834	0.999999984847	1.0	0.00126399804637	0.984913012343
MA0525.1.TP63	0.999984070195	1.0	1.0	1.0	0.999999999989	1.0	1.0	0.999999999733	1.0	1.0	1.0	0.999982973565	0.999999954691
MA0076.2.ELK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UP00161_1_Hmbox1_2674.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00258_1_Tgif2_3451.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0147.2.Myc	1.0	1.0	1.0	1.0	1.0	1.0	0.994564966921	1.0	1.0	1.0	1.0	1.0	1.0
UP00114_1_Homez_1063.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00200_1_Nkx6-1_2825.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00132_1_Evx2_2645.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00101_1_Sox12_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00186_1_Meis1_2335.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00210_1_Mrg2_2302.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00008_4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0138.2.REST	0.0	0.0	0.00796096757306	0.239980505279	5.87263554452e-08	3.07297378954e-06	0.000157301672748	2.61290988846e-10	0.931907226045	0.0115007268106	1.0	0.00126086931694	0.00775786578048
MA0039.2.Klf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UP00263_1_Hoxb8_3780.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00176_1_Crx_3485.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00139_1_Nkx1-2_3214.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00218_1_Dbx2_3487.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0080.3.Spi1	0.0	0.0	0.0783009648492	0.000302561114479	3.58724161487e-12	0.0	8.30968627241e-12	0.0	7.05331459905e-10	3.16208214893e-05	0.0	0.0	0.0
MA0153.1.HNF1B	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0509.1.Rfx1	0.0	0.0	0.999999997027	0.769443352131	0.00915425277486	3.37050918542e-06	0.0151725135104	0.0	0.997035284846	1.0	1.2670467146e-05	1.88404564727e-06	2.05756862659e-08
UP00190_1_Nkx2-3_3435.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00046_1_Tcfe2a_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00122_1_Tgif1_2342.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0006.1.Arnt::Ahr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00157_1_Hmx3_3490.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0024.2.E2F1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0074.1.RXRA::VDR	0.958575531312	0.696217705386	0.999999804537	1.0	1.0	1.0	0.999999993492	1.0	1.0	1.0	1.0	1.0	1.0
UP00215_1_Vax1_3499.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0154.2.EBF1	0.0	0.0	6.45179309977e-09	0.0	0.0	0.0	0.0	0.0	0.0399728440685	0.143125081816	4.58526331489e-05	0.181094253112	0.0
UP00213_1_Hoxa9_2622.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00066_1_Hnf4a_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0491.1.JUND	0.0	0.0	5.75539615966e-13	2.70286930615e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0009.1.T	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0066.1.PPARG	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999862
UP00135_1_Hoxc12_3480.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0050.2.IRF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0469.1.E2F3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0144.2.STAT3	2.83616130581e-10	0.999999999999	1.0	1.0	1.0	1.0	0.965292631627	9.25703957932e-13	1.0	0.999999999915	0.426961959394	0.00228998900234	4.73418637625e-10
UP00204_1_Gbx1_2883.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0496.1.MAFK	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00144_1_Hoxb4_2627.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0028.1.ELK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.80311550796e-06	0.0	0.0	0.0
UP00129_1_Pou3f1_3819.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0025.1.NFIL3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0494.1.Nr1h3::Rxra	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00140_1_Hoxd1_3448.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00055_1_Hbp1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00095_1_Zfp691_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0503.1.Nkx2-5.var.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00119_1_Nkx2-9_3082.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00255_1_Dbx1_3486.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0484.1.HNF4G	0.835474917123	0.975378314931	1.0	1.0	1.0	1.0	1.0	0.999999999994	1.0	1.0	0.999996860548	1.0	1.0
UP00133_1_Cdx2_4272.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00141_1_Vsx1_1728.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00094_1_Zfp128_primary	0.897184644599	1.0	1.0	1.0	1.0	1.0	1.0	0.194367850992	1.0	0.999999997401	1.0	0.999999999732	1.0
UP00180_1_Hoxd13_2356.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ash2l_hand	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0444686811972	0.00107427718407	0.0	0.0
MA0157.1.FOXO3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999997117222
MA0116.1.Zfp423	0.0	0.0	0.000630201235288	1.73681169446e-09	1.57780458698e-08	4.60742555219e-14	1.91453408682e-10	0.0	0.00553463954082	0.999999776729	0.0224868044198	0.112955089167	2.66427545481e-06
MA0057.1.MZF1_5-13	0.0	0.0	3.57214258173e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.000735091720333	0.0	0.0	0.0
UP00199_1_Six4_2860.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0505.1.Nr5a2	1.0	1.0	1.0	0.999999821793	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999984813596
IRF8_AICS	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0131.1.HINFP	0.0	0.0	0.381107442642	0.0172052946342	0.0	0.0	0.0281312147265	0.0	0.00913639651394	1.0	9.49062111286e-05	1.36871353429e-05	0.00618576432721
MA0158.1.HOXA5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0143.3.Sox2	0.0119648972852	1.0	1.0	0.999981734654	0.999999999897	1.0	1.0	1.33505508504e-06	0.925664494189	1.0	1.0	1.0	1.78664151584e-07
UP00044_1_Mafk_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0524.1.TFAP2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08416609024e-10	1.33939713765e-08	9.92791848731e-10	0.0	0.0
UP00202_1_Dlx1_1741.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00065_1_Zfp161_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UP00219_1_Cutl1_3494.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00059_1_Arid5a_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0486.1.HSF1	0.0438277529394	0.999999895528	1.0	1.0	1.0	1.0	1.0	0.00120895104535	1.0	1.0	1.0	1.0	0.0687552542583
MA0462.1.BATF::JUN	0.0	0.0	0.688544525108	1.0	0.0	1.0	0.0	0.0	0.00319127347741	0.00678735777436	0.0	0.0	0.0
UP00005_1_Tcfap2a_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29939269134e-07	7.28812251477e-05	0.000444349647761	0.0	2.19307469962e-08
UP00239_1_Obox2_3438.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0594.1.Hoxa9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0017.1.NR2F1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.996376631638	1.0	1.0
UP00247_1_Pax4_3989.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0145.2.Tcfcp2l1	0.0	0.0	4.82947015712e-14	0.0	0.0	0.0	0.0	0.0	6.0688235981e-07	0.169308863186	3.49120531373e-08	7.35060901036e-11	0.0
MA0517.1.STAT2::STAT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00231_1_Nkx2-2_2823.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00266_1_Prrx1_3442.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00151_1_Barx2_3447.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0504.1.NR2C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0404945411e-05	1.95482127741e-06	0.0	0.0
UP00236_1_Irx2_0900.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00026_1_Zscan4_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0591.1.Bach1::Mafk	0.0	0.0	7.88235240301e-07	0.00908153932428	4.55191440096e-14	8.21342993618e-13	0.0	0.0	4.33653113419e-12	0.00182543273863	0.0	0.0	0.0
MA0109.1.Hltf	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00172_1_Prop1_3949.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00011_1_Irf6_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00126_1_Dlx2_2273.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0515.1.Sox6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.276531528561	1.0	0.999996484536	1.0	1.0	0.0225831286141
MA0052.2.MEF2A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00156_1_Msx2_3449.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00043_1_Bcl6b_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0493.1.Klf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0488.1.JUN	8.23785484272e-14	1.0	0.999999974162	1.0	0.999581124173	1.0	1.0	0.0	0.92771837238	0.765397716569	0.000434027438287	0.14621752185	6.08252337386e-11
UP00224_1_Pax6_3838.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0102.3.CEBPA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0069.1.Pax6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0497.1.MEF2C	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00045_1_Mafb_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0471.1.E2F6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UP00262_1_Lhx1_2240.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00217_1_Hoxa10_2318.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0155.1.INSM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.72715225139e-13	1.0966791919e-09	5.88922244305e-10	0.0	0.0
UP00108_1_Alx3_3418.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00002_1_Sp4_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0071.1.RORA_1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00102_1_Zic1_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UP00165_1_Titf1_1722.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0060.2.NFYA	0.0	0.0	0.137686585789	0.150250633471	0.00014528918164	0.0	0.429270380796	0.0	1.66084713316e-06	0.0106374339567	1.68483893503e-09	0.0	0.0
MA0477.1.FOSL1	0.0	0.0	1.23256960194e-11	9.13997766361e-11	0.0	0.0	0.0	0.0	0.0	6.83986201011e-12	0.0	0.0	0.0
MA0079.3.SP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UP00009_1_Nr2f2_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0463.1.Bcl6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.117167239616	1.0	0.779555500012	0.867387389535	1.0	0.991441379524
MA0046.1.HNF1A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00178_1_Og2x_3719.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0141.2.Esrrb	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.201102710975	1.0	1.0	0.569975341698	1.0	0.608836693977
MA0058.2.MAX	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00058_1_Tcf3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00076_1_Rfxdc2_primary	0.0	0.0	1.0	0.989387506605	1.40365501333e-07	0.00932991811927	0.263608641292	0.0	0.916553488311	1.0	0.408398095954	7.94309062968e-11	0.00367868893286
UP00021_1_Zfp281_primary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0081.1.SPIB	0.0	1.35893296616e-09	1.0	1.0	0.000608500608092	0.413964937774	1.10345742099e-05	0.0	0.0517567121115	0.867111643585	1.58260071714e-10	1.3758939826e-05	0.0
UP00216_1_Obox1_3970.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0047.2.Foxa2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00138_1_Bsx_3483.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00391_3_Hoxa3_2783.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00408_1_Gabpa_primary	0.0	0.0	3.98768286169e-08	6.25424232648e-06	0.0	0.0	9.58233492554e-13	0.0	5.09570163842e-12	7.38588300186e-07	0.0	0.0	0.0
UP00113_1_Hoxc4_3491.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00086_1_Irf3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00053_1_Rxra_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00220_1_Nkx1-1_3856.3	0.356082348471	0.999416401967	1.0	0.999999999432	1.0	1.0	1.0	0.999999960355	1.0	1.0	1.0	0.986779206394	1.0
UP00136_1_Prrx2_3072.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00265_1_Pitx3_3497.2	0.174121022066	0.249450130575	1.0	1.0	0.998449277329	0.95816886233	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0124.1.NKX3-1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
